Date,Donation Source,State,Quantity Received (kg),Quantity Delivered (kg),No. of People Served,Shelter Name
2024-02-25,NGO Kitchen,Uttarakhand,42.55,41.56,44,"Mandakini Ashram, Rudraprayag"
2024-02-25,Community Center,Rajasthan,54.44,51.87,56,"Bikaner Shelter Trust, Bikaner"
2024-02-26,Food Corner,Punjab,27.02,26.19,30,"Guru Nanak Seva Sadan, Amritsar"
2024-02-26,Local Bakery,Delhi,28.26,27.24,32,"Dil Se Sewa Kendra, Rohini"
2024-02-26,Marriage Hall,Haryana,47.75,46.4,44,"Aanchal Shelter, Gurugram"
2024-02-26,Student Mess,Jammu & Kashmir,47.85,46.05,44,"Dal Kinara Shelter, Srinagar"
2024-02-26,City Restaurant,Himachal Pradesh,40.42,39.23,45,"Dharamsala Shelter, Dharamsala"
2024-02-26,Hotel Plaza,Uttarakhand,46.88,45.91,51,"Uttarakhand Seva Kendra, Nainital"
2024-02-26,Corporate Office,Haryana,64.81,61.97,54,"Sahara Bhawan, Karnal"
2024-02-27,City Restaurant,Uttar Pradesh,29.89,28.56,30,"Vrindavan Aasra, Mathura"
2024-02-27,Marriage Hall,Jammu & Kashmir,47.63,45.73,50,"Jhelum Seva Sadan, Jammu"
2024-02-27,Student Mess,Himachal Pradesh,50.2,48.86,51,"Himalayan Aasra, Shimla"
2024-02-27,Corporate Office,Jammu & Kashmir,64.92,62.16,56,"Chenab Niwas, Udhampur"
2024-02-28,Hotel Plaza,Jammu & Kashmir,32.06,31.29,29,"Dal Kinara Shelter, Srinagar"
2024-02-28,Local Bakery,Uttar Pradesh,30.3,29.17,30,"Shanti Niwas, Lucknow"
2024-02-28,Corporate Office,Uttarakhand,30.09,28.73,33,"Devbhumi Shelter, Dehradun"
2024-02-28,Marriage Hall,Himachal Pradesh,52.81,51.73,48,"Dharamsala Shelter, Dharamsala"
2024-02-28,Student Mess,Uttarakhand,68.74,66.14,59,"Devbhumi Shelter, Dehradun"
2024-02-29,Food Corner,Uttarakhand,29.32,28.51,31,"Pahadi Niwas, Haridwar"
2024-02-29,Campus Canteen,Haryana,36.66,35.58,41,"Mamta Ashram, Rohtak"
2024-02-29,Student Mess,Uttar Pradesh,56.44,54.61,50,"Ganga Kinara Ashram, Varanasi"
2024-02-29,Community Center,Uttarakhand,63.13,61.58,55,"Mandakini Ashram, Rudraprayag"
2024-03-01,Local Bakery,Punjab,30.31,28.9,34,"Khalsa Ashram, Ludhiana"
2024-03-01,City Restaurant,Uttar Pradesh,37.99,36.58,35,"Vrindavan Aasra, Mathura"
2024-03-01,Food Corner,Delhi,60.53,57.84,52,"Umeed Ghar, Saket"
2024-03-01,Marriage Hall,Delhi,48.97,47.74,53,"Aasra Shelter Home, Paharganj"
2024-03-02,Corporate Office,Uttar Pradesh,41.29,39.64,41,"Vrindavan Aasra, Mathura"
2024-03-02,Student Mess,Haryana,54.13,52.05,54,"Aanchal Shelter, Gurugram"
2024-03-02,Community Center,Uttarakhand,53.92,52.33,57,"Uttarakhand Seva Kendra, Nainital"
2024-03-03,NGO Kitchen,Uttarakhand,33.06,32.22,33,"Mandakini Ashram, Rudraprayag"
2024-03-03,Corporate Office,Jammu & Kashmir,36.76,35.06,36,"Chenab Niwas, Udhampur"
2024-03-03,Hotel Plaza,Delhi,36.95,35.77,36,"Umeed Ghar, Saket"
2024-03-03,Campus Canteen,Rajasthan,46.26,45.33,47,"Mewar Ashram, Udaipur"
2024-03-03,Local Bakery,Jammu & Kashmir,45.19,43.63,51,"Pahalgam Aasra, Pahalgam"
2024-03-03,Food Corner,Rajasthan,62.33,59.99,55,"Thar Seva Sadan, Jodhpur"
2024-03-03,City Restaurant,Haryana,56.42,54.21,61,"Sukoon Sadan, Hisar"
2024-03-04,Local Bakery,Himachal Pradesh,33.1,31.75,37,"Kullu Seva Kendra, Kullu"
2024-03-04,Community Center,Uttarakhand,38.22,37.31,42,"Shivalik Aasra, Rishikesh"
2024-03-04,Hotel Plaza,Haryana,62.97,60.41,53,"Mamta Ashram, Rohtak"
2024-03-04,Food Corner,Uttar Pradesh,68.91,65.86,62,"Shanti Niwas, Lucknow"
2024-03-05,Hotel Plaza,Haryana,36.07,34.97,33,"Sukoon Sadan, Hisar"
2024-03-05,Local Bakery,Uttarakhand,46.32,45.18,41,"Uttarakhand Seva Kendra, Nainital"
2024-03-05,Campus Canteen,Rajasthan,56.35,54.81,48,"Mewar Ashram, Udaipur"
2024-03-05,Food Corner,Jammu & Kashmir,55.3,52.69,48,"Dal Kinara Shelter, Srinagar"
2024-03-05,NGO Kitchen,Uttar Pradesh,63.18,61.15,59,"Ganga Kinara Ashram, Varanasi"
2024-03-05,Marriage Hall,Himachal Pradesh,70.77,68.67,60,"Manali Niwas, Manali"
2024-03-06,NGO Kitchen,Haryana,39.04,37.46,36,"Sahara Bhawan, Karnal"
2024-03-06,Campus Canteen,Punjab,39.52,38.67,38,"Nanak Niwas, Bathinda"
2024-03-06,City Restaurant,Punjab,51.71,49.85,48,"Guru Nanak Seva Sadan, Amritsar"
2024-03-06,Local Bakery,Jammu & Kashmir,63.94,61.6,61,"Dal Kinara Shelter, Srinagar"
2024-03-07,Community Center,Jammu & Kashmir,33.53,32.21,37,"Chenab Niwas, Udhampur"
2024-03-07,Marriage Hall,Delhi,53.29,52.2,53,"Snehi Niwas, Dwarka"
2024-03-07,Corporate Office,Delhi,54.31,53.16,60,"Umeed Ghar, Saket"
2024-03-07,Student Mess,Uttar Pradesh,57.87,55.85,61,"Prayag Seva Sadan, Prayagraj"
2024-03-08,Hotel Plaza,Jammu & Kashmir,38.24,36.73,36,"Jhelum Seva Sadan, Jammu"
2024-03-08,City Restaurant,Jammu & Kashmir,49.36,48.31,52,"Pahalgam Aasra, Pahalgam"
2024-03-08,Student Mess,Himachal Pradesh,60.09,58.16,53,"Himalayan Aasra, Shimla"
2024-03-08,Community Center,Rajasthan,53.38,50.97,59,"Thar Seva Sadan, Jodhpur"
2024-03-08,Local Bakery,Uttar Pradesh,62.92,60.78,65,"Prayag Seva Sadan, Prayagraj"
2024-03-09,Student Mess,Rajasthan,31.04,30.43,35,"Mewar Ashram, Udaipur"
2024-03-09,Food Corner,Rajasthan,38.71,37.63,41,"Thar Seva Sadan, Jodhpur"
2024-03-09,NGO Kitchen,Delhi,46.36,44.27,43,"Prem Ashram, Lajpat Nagar"
2024-03-09,City Restaurant,Rajasthan,48.23,47.1,54,"Bikaner Shelter Trust, Bikaner"
2024-03-09,Hotel Plaza,Jammu & Kashmir,60.39,57.73,54,"Pahalgam Aasra, Pahalgam"
2024-03-10,Community Center,Jammu & Kashmir,42.38,41.28,36,"Chenab Niwas, Udhampur"
2024-03-10,Marriage Hall,Delhi,48.52,46.75,42,"Umeed Ghar, Saket"
2024-03-10,Student Mess,Haryana,48.69,46.75,42,"Aanchal Shelter, Gurugram"
2024-03-10,Campus Canteen,Jammu & Kashmir,41.86,40.94,43,"Chenab Niwas, Udhampur"
2024-03-10,City Restaurant,Uttarakhand,49.05,47.74,46,"Shivalik Aasra, Rishikesh"
2024-03-10,Local Bakery,Haryana,52.24,50.3,53,"Aanchal Shelter, Gurugram"
2024-03-10,Hotel Plaza,Rajasthan,66.45,63.59,63,"Thar Seva Sadan, Jodhpur"
2024-03-11,NGO Kitchen,Haryana,54.36,51.87,53,"Sukoon Sadan, Hisar"
2024-03-11,Student Mess,Haryana,57.04,54.89,59,"Aanchal Shelter, Gurugram"
2024-03-11,Community Center,Himachal Pradesh,68.33,66.09,60,"Himalayan Aasra, Shimla"
2024-03-11,Hotel Plaza,Himachal Pradesh,58.08,56.14,60,"Dharamsala Shelter, Dharamsala"
2024-03-12,Community Center,Delhi,37.83,36.1,39,"Snehi Niwas, Dwarka"
2024-03-12,Corporate Office,Himachal Pradesh,40.72,39.39,43,"Dalhousie Relief Home, Dalhousie"
2024-03-12,Local Bakery,Rajasthan,49.37,48.19,46,"Mewar Ashram, Udaipur"
2024-03-12,Food Corner,Uttarakhand,57.33,55.71,52,"Mandakini Ashram, Rudraprayag"
2024-03-12,City Restaurant,Rajasthan,65.4,63.78,64,"Thar Seva Sadan, Jodhpur"
2024-03-12,Marriage Hall,Himachal Pradesh,69.72,67.45,66,"Dalhousie Relief Home, Dalhousie"
2024-03-12,NGO Kitchen,Himachal Pradesh,76.23,72.81,67,"Kullu Seva Kendra, Kullu"
2024-03-13,Local Bakery,Uttar Pradesh,47.12,45.57,53,"Prayag Seva Sadan, Prayagraj"
2024-03-13,Community Center,Uttarakhand,47.41,46.31,54,"Mandakini Ashram, Rudraprayag"
2024-03-13,Campus Canteen,Delhi,51.94,49.56,57,"Prem Ashram, Lajpat Nagar"
2024-03-13,Corporate Office,Delhi,72.0,68.86,62,"Dil Se Sewa Kendra, Rohini"
2024-03-13,Food Corner,Uttar Pradesh,64.85,63.48,63,"Ganga Kinara Ashram, Varanasi"
2024-03-13,City Restaurant,Rajasthan,77.44,73.89,65,"Rajwada Relief Home, Jaipur"
2024-03-14,City Restaurant,Jammu & Kashmir,33.93,33.24,38,"Banihal Relief Home, Banihal"
2024-03-14,Campus Canteen,Uttar Pradesh,42.58,41.28,39,"Prayag Seva Sadan, Prayagraj"
2024-03-14,Hotel Plaza,Uttarakhand,42.65,40.95,43,"Devbhumi Shelter, Dehradun"
2024-03-14,Local Bakery,Haryana,39.95,38.68,43,"Aanchal Shelter, Gurugram"
2024-03-14,Food Corner,Himachal Pradesh,46.29,44.56,50,"Dalhousie Relief Home, Dalhousie"
2024-03-14,Community Center,Delhi,63.42,60.65,54,"Snehi Niwas, Dwarka"
2024-03-14,Corporate Office,Delhi,69.34,67.27,68,"Dil Se Sewa Kendra, Rohini"
2024-03-15,Community Center,Punjab,45.26,43.76,42,"Khalsa Ashram, Ludhiana"
2024-03-15,City Restaurant,Himachal Pradesh,48.49,46.23,47,"Manali Niwas, Manali"
2024-03-15,Campus Canteen,Punjab,52.53,51.07,47,"Nanak Niwas, Bathinda"
2024-03-15,Local Bakery,Himachal Pradesh,72.58,69.2,61,"Manali Niwas, Manali"
2024-03-15,Student Mess,Delhi,60.29,58.58,65,"Umeed Ghar, Saket"
2024-03-16,Local Bakery,Jammu & Kashmir,46.66,45.61,42,"Dal Kinara Shelter, Srinagar"
2024-03-16,City Restaurant,Haryana,49.91,48.92,55,"Aanchal Shelter, Gurugram"
2024-03-16,Hotel Plaza,Jammu & Kashmir,52.25,50.61,55,"Dal Kinara Shelter, Srinagar"
2024-03-16,Campus Canteen,Uttar Pradesh,64.07,61.07,58,"Shanti Niwas, Lucknow"
2024-03-16,Marriage Hall,Rajasthan,69.71,67.33,59,"Bikaner Shelter Trust, Bikaner"
2024-03-16,Student Mess,Uttar Pradesh,58.65,56.82,61,"Ganga Kinara Ashram, Varanasi"
2024-03-16,NGO Kitchen,Jammu & Kashmir,59.72,58.51,63,"Pahalgam Aasra, Pahalgam"
2024-03-17,Marriage Hall,Uttarakhand,48.64,46.95,41,"Mandakini Ashram, Rudraprayag"
2024-03-17,Campus Canteen,Jammu & Kashmir,59.58,56.99,51,"Chenab Niwas, Udhampur"
2024-03-17,Community Center,Jammu & Kashmir,60.9,58.33,60,"Jhelum Seva Sadan, Jammu"
2024-03-17,Student Mess,Rajasthan,65.17,63.48,64,"Aravalli Niwas, Ajmer"
2024-03-17,Local Bakery,Rajasthan,62.53,59.56,64,"Thar Seva Sadan, Jodhpur"
2024-03-18,Hotel Plaza,Himachal Pradesh,46.56,45.37,44,"Himalayan Aasra, Shimla"
2024-03-18,Local Bakery,Himachal Pradesh,55.26,52.74,47,"Dalhousie Relief Home, Dalhousie"
2024-03-18,Food Corner,Uttar Pradesh,42.25,41.37,48,"Prayag Seva Sadan, Prayagraj"
2024-03-18,NGO Kitchen,Rajasthan,46.56,45.16,49,"Rajwada Relief Home, Jaipur"
2024-03-18,Community Center,Rajasthan,50.39,48.5,57,"Mewar Ashram, Udaipur"
2024-03-18,Student Mess,Punjab,61.84,60.44,61,"Khalsa Ashram, Ludhiana"
2024-03-19,Hotel Plaza,Uttar Pradesh,44.9,43.64,44,"Shanti Niwas, Lucknow"
2024-03-19,Local Bakery,Haryana,60.76,59.1,57,"Aanchal Shelter, Gurugram"
2024-03-19,City Restaurant,Haryana,72.81,69.94,71,"Sukoon Sadan, Hisar"
2024-03-19,Marriage Hall,Uttarakhand,73.87,70.36,71,"Mandakini Ashram, Rudraprayag"
2024-03-20,Student Mess,Delhi,46.09,44.65,45,"Prem Ashram, Lajpat Nagar"
2024-03-20,Food Corner,Rajasthan,49.44,48.43,56,"Bikaner Shelter Trust, Bikaner"
2024-03-20,Community Center,Rajasthan,69.17,66.37,60,"Thar Seva Sadan, Jodhpur"
2024-03-20,City Restaurant,Jammu & Kashmir,67.56,66.0,60,"Jhelum Seva Sadan, Jammu"
2024-03-20,NGO Kitchen,Uttar Pradesh,67.93,64.96,66,"Shanti Niwas, Lucknow"
2024-03-20,Hotel Plaza,Uttarakhand,72.23,68.83,67,"Pahadi Niwas, Haridwar"
2024-03-20,Campus Canteen,Uttarakhand,74.63,71.79,71,"Uttarakhand Seva Kendra, Nainital"
2024-03-21,City Restaurant,Himachal Pradesh,50.43,48.54,44,"Himalayan Aasra, Shimla"
2024-03-21,Local Bakery,Rajasthan,46.22,44.5,45,"Thar Seva Sadan, Jodhpur"
2024-03-21,NGO Kitchen,Uttarakhand,59.3,57.91,59,"Shivalik Aasra, Rishikesh"
2024-03-21,Hotel Plaza,Himachal Pradesh,62.68,59.87,64,"Manali Niwas, Manali"
2024-03-22,Corporate Office,Himachal Pradesh,42.53,41.07,44,"Kullu Seva Kendra, Kullu"
2024-03-22,Marriage Hall,Uttar Pradesh,42.08,41.16,44,"Prayag Seva Sadan, Prayagraj"
2024-03-22,City Restaurant,Haryana,41.56,40.58,47,"Priya Niwas, Faridabad"
2024-03-22,Hotel Plaza,Himachal Pradesh,52.56,51.47,47,"Himalayan Aasra, Shimla"
2024-03-22,Campus Canteen,Haryana,52.67,50.39,52,"Mamta Ashram, Rohtak"
2024-03-22,Student Mess,Himachal Pradesh,67.47,65.92,72,"Himalayan Aasra, Shimla"
2024-03-23,Local Bakery,Himachal Pradesh,64.95,62.44,57,"Manali Niwas, Manali"
2024-03-23,Community Center,Uttarakhand,68.86,66.84,60,"Pahadi Niwas, Haridwar"
2024-03-23,City Restaurant,Rajasthan,68.29,65.62,65,"Thar Seva Sadan, Jodhpur"
2024-03-24,Local Bakery,Haryana,48.57,46.3,47,"Mamta Ashram, Rohtak"
2024-03-24,Hotel Plaza,Delhi,45.64,44.04,51,"Dil Se Sewa Kendra, Rohini"
2024-03-24,Corporate Office,Punjab,56.19,54.74,52,"Vatsal Niwas, Jalandhar"
2024-03-24,NGO Kitchen,Rajasthan,70.54,68.86,61,"Thar Seva Sadan, Jodhpur"
2024-03-24,Campus Canteen,Rajasthan,67.17,65.44,64,"Thar Seva Sadan, Jodhpur"
2024-03-24,Community Center,Punjab,61.0,58.41,68,"Guru Nanak Seva Sadan, Amritsar"
2024-03-25,Hotel Plaza,Haryana,43.38,41.38,46,"Priya Niwas, Faridabad"
2024-03-25,NGO Kitchen,Uttar Pradesh,63.19,60.93,57,"Agra Relief Center, Agra"
2024-03-25,Local Bakery,Haryana,60.48,58.98,61,"Sukoon Sadan, Hisar"
2024-03-25,City Restaurant,Haryana,70.57,67.28,64,"Sukoon Sadan, Hisar"
2024-03-25,Campus Canteen,Jammu & Kashmir,63.89,62.14,67,"Dal Kinara Shelter, Srinagar"
2024-03-25,Corporate Office,Delhi,73.85,71.56,68,"Dil Se Sewa Kendra, Rohini"
2024-03-25,Food Corner,Delhi,82.77,80.26,72,"Dil Se Sewa Kendra, Rohini"
2024-03-26,Hotel Plaza,Jammu & Kashmir,56.99,55.45,52,"Chenab Niwas, Udhampur"
2024-03-26,Local Bakery,Himachal Pradesh,60.03,57.66,52,"Manali Niwas, Manali"
2024-03-26,City Restaurant,Punjab,65.14,62.87,59,"Nanak Niwas, Bathinda"
2024-03-26,Marriage Hall,Punjab,51.22,50.19,59,"Vatsal Niwas, Jalandhar"
2024-03-26,NGO Kitchen,Uttar Pradesh,70.73,69.24,65,"Ganga Kinara Ashram, Varanasi"
2024-03-26,Campus Canteen,Haryana,66.02,62.91,67,"Aanchal Shelter, Gurugram"
2024-03-26,Food Corner,Uttarakhand,89.38,86.35,76,"Shivalik Aasra, Rishikesh"
2024-03-27,Marriage Hall,Punjab,47.97,46.56,54,"Khalsa Ashram, Ludhiana"
2024-03-27,NGO Kitchen,Delhi,77.56,74.72,68,"Umeed Ghar, Saket"
2024-03-27,Campus Canteen,Punjab,85.08,81.14,73,"Vatsal Niwas, Jalandhar"
2024-03-27,Local Bakery,Punjab,71.83,68.6,74,"Guru Nanak Seva Sadan, Amritsar"
2024-03-28,Corporate Office,Jammu & Kashmir,53.56,51.43,49,"Dal Kinara Shelter, Srinagar"
2024-03-28,Food Corner,Himachal Pradesh,77.43,74.13,68,"Dharamsala Shelter, Dharamsala"
2024-03-28,Marriage Hall,Jammu & Kashmir,83.99,80.76,77,"Banihal Relief Home, Banihal"
2024-03-29,City Restaurant,Uttarakhand,43.13,42.13,48,"Shivalik Aasra, Rishikesh"
2024-03-29,Local Bakery,Himachal Pradesh,64.58,62.92,62,"Dalhousie Relief Home, Dalhousie"
2024-03-29,Hotel Plaza,Uttarakhand,80.49,77.17,75,"Uttarakhand Seva Kendra, Nainital"
2024-03-30,Community Center,Haryana,55.36,53.76,48,"Sahara Bhawan, Karnal"
2024-03-30,Corporate Office,Haryana,53.77,51.48,53,"Sahara Bhawan, Karnal"
2024-03-30,Marriage Hall,Delhi,74.52,71.92,76,"Aasra Shelter Home, Paharganj"
2024-03-30,Student Mess,Punjab,86.56,82.77,77,"Sewa Bhawan, Patiala"
2024-03-31,Community Center,Delhi,59.18,56.94,51,"Umeed Ghar, Saket"
2024-03-31,Marriage Hall,Rajasthan,55.5,54.28,52,"Thar Seva Sadan, Jodhpur"
2024-03-31,Student Mess,Jammu & Kashmir,63.96,62.32,64,"Pahalgam Aasra, Pahalgam"
2024-03-31,City Restaurant,Himachal Pradesh,69.79,66.92,65,"Himalayan Aasra, Shimla"
2024-03-31,Food Corner,Uttarakhand,72.61,69.94,67,"Uttarakhand Seva Kendra, Nainital"
2024-04-01,Corporate Office,Uttar Pradesh,55.91,54.39,61,"Ganga Kinara Ashram, Varanasi"
2024-04-01,Campus Canteen,Uttarakhand,67.48,65.04,65,"Mandakini Ashram, Rudraprayag"
2024-04-01,Food Corner,Rajasthan,69.55,68.12,77,"Bikaner Shelter Trust, Bikaner"
2024-04-01,Student Mess,Rajasthan,73.04,70.32,78,"Thar Seva Sadan, Jodhpur"
2024-04-01,NGO Kitchen,Delhi,72.48,70.81,79,"Dil Se Sewa Kendra, Rohini"
2024-04-02,Student Mess,Punjab,57.82,55.49,55,"Sewa Bhawan, Patiala"
2024-04-02,Corporate Office,Haryana,68.76,65.61,63,"Aanchal Shelter, Gurugram"
2024-04-02,NGO Kitchen,Uttarakhand,77.03,75.06,70,"Shivalik Aasra, Rishikesh"
2024-04-03,City Restaurant,Delhi,59.76,57.13,52,"Umeed Ghar, Saket"
2024-04-03,Local Bakery,Jammu & Kashmir,67.25,64.66,59,"Pahalgam Aasra, Pahalgam"
2024-04-03,Hotel Plaza,Delhi,92.69,89.5,78,"Aasra Shelter Home, Paharganj"
2024-04-04,Student Mess,Uttarakhand,60.81,58.22,55,"Shivalik Aasra, Rishikesh"
2024-04-04,Corporate Office,Uttarakhand,65.1,62.07,64,"Mandakini Ashram, Rudraprayag"
2024-04-04,Community Center,Uttar Pradesh,59.82,58.65,67,"Prayag Seva Sadan, Prayagraj"
2024-04-04,Food Corner,Delhi,83.53,79.74,71,"Prem Ashram, Lajpat Nagar"
2024-04-04,Marriage Hall,Uttarakhand,76.8,74.72,74,"Shivalik Aasra, Rishikesh"
2024-04-04,Hotel Plaza,Uttarakhand,80.04,77.79,79,"Uttarakhand Seva Kendra, Nainital"
2024-04-05,Marriage Hall,Punjab,58.25,56.94,52,"Vatsal Niwas, Jalandhar"
2024-04-05,Hotel Plaza,Jammu & Kashmir,50.51,49.4,54,"Chenab Niwas, Udhampur"
2024-04-05,Student Mess,Himachal Pradesh,63.06,61.79,71,"Kullu Seva Kendra, Kullu"
2024-04-05,Local Bakery,Uttarakhand,80.82,78.21,79,"Pahadi Niwas, Haridwar"
2024-04-05,Community Center,Uttar Pradesh,93.43,89.58,82,"Agra Relief Center, Agra"
2024-04-06,Hotel Plaza,Delhi,54.91,53.68,53,"Prem Ashram, Lajpat Nagar"
2024-04-06,Community Center,Rajasthan,62.69,60.97,55,"Thar Seva Sadan, Jodhpur"
2024-04-06,City Restaurant,Uttarakhand,74.03,71.9,70,"Mandakini Ashram, Rudraprayag"
2024-04-06,Marriage Hall,Delhi,73.21,69.92,72,"Umeed Ghar, Saket"
2024-04-06,Local Bakery,Jammu & Kashmir,67.26,64.62,74,"Pahalgam Aasra, Pahalgam"
2024-04-06,Student Mess,Punjab,92.76,88.44,80,"Sewa Bhawan, Patiala"
2024-04-06,NGO Kitchen,Haryana,82.28,79.23,82,"Sahara Bhawan, Karnal"
2024-04-07,NGO Kitchen,Himachal Pradesh,50.67,49.26,56,"Himalayan Aasra, Shimla"
2024-04-07,Community Center,Uttarakhand,62.49,59.85,62,"Shivalik Aasra, Rishikesh"
2024-04-07,Local Bakery,Rajasthan,78.22,75.76,74,"Mewar Ashram, Udaipur"
2024-04-07,Campus Canteen,Jammu & Kashmir,73.71,70.68,77,"Jhelum Seva Sadan, Jammu"
2024-04-07,Marriage Hall,Uttar Pradesh,85.86,84.07,78,"Agra Relief Center, Agra"
2024-04-07,Food Corner,Jammu & Kashmir,84.34,81.76,83,"Chenab Niwas, Udhampur"
2024-04-08,Student Mess,Punjab,70.41,68.13,61,"Nanak Niwas, Bathinda"
2024-04-08,Marriage Hall,Uttarakhand,58.54,57.2,67,"Shivalik Aasra, Rishikesh"
2024-04-08,Corporate Office,Himachal Pradesh,68.28,65.82,68,"Manali Niwas, Manali"
2024-04-08,Local Bakery,Uttarakhand,63.71,60.93,71,"Uttarakhand Seva Kendra, Nainital"
2024-04-08,Community Center,Uttarakhand,77.27,75.58,75,"Uttarakhand Seva Kendra, Nainital"
2024-04-08,Food Corner,Himachal Pradesh,78.23,76.27,76,"Kullu Seva Kendra, Kullu"
2024-04-08,Hotel Plaza,Haryana,76.49,74.0,77,"Sahara Bhawan, Karnal"
2024-04-09,Campus Canteen,Haryana,52.1,50.38,56,"Mamta Ashram, Rohtak"
2024-04-09,Marriage Hall,Delhi,65.88,63.5,56,"Snehi Niwas, Dwarka"
2024-04-09,Corporate Office,Jammu & Kashmir,71.51,69.03,64,"Dal Kinara Shelter, Srinagar"
2024-04-09,Student Mess,Delhi,79.49,76.15,80,"Dil Se Sewa Kendra, Rohini"
2024-04-09,Community Center,Uttarakhand,72.09,69.94,81,"Mandakini Ashram, Rudraprayag"
2024-04-09,City Restaurant,Rajasthan,91.46,88.72,85,"Bikaner Shelter Trust, Bikaner"
2024-04-10,Hotel Plaza,Himachal Pradesh,49.15,47.71,56,"Dalhousie Relief Home, Dalhousie"
2024-04-10,Community Center,Uttar Pradesh,62.39,59.75,62,"Ganga Kinara Ashram, Varanasi"
2024-04-10,NGO Kitchen,Uttarakhand,63.15,61.81,64,"Pahadi Niwas, Haridwar"
2024-04-10,City Restaurant,Rajasthan,73.53,71.37,71,"Mewar Ashram, Udaipur"
2024-04-11,Corporate Office,Uttarakhand,71.32,68.46,62,"Pahadi Niwas, Haridwar"
2024-04-11,Student Mess,Delhi,74.41,71.78,66,"Snehi Niwas, Dwarka"
2024-04-11,Community Center,Himachal Pradesh,65.51,62.51,71,"Kullu Seva Kendra, Kullu"
2024-04-11,Local Bakery,Haryana,82.2,79.22,77,"Aanchal Shelter, Gurugram"
2024-04-11,Hotel Plaza,Rajasthan,88.81,84.78,84,"Rajwada Relief Home, Jaipur"
2024-04-12,Food Corner,Jammu & Kashmir,53.92,52.01,59,"Jhelum Seva Sadan, Jammu"
2024-04-12,Campus Canteen,Himachal Pradesh,75.05,71.66,65,"Manali Niwas, Manali"
2024-04-12,Marriage Hall,Haryana,69.91,66.62,74,"Sahara Bhawan, Karnal"
2024-04-12,Community Center,Himachal Pradesh,82.93,79.88,78,"Himalayan Aasra, Shimla"
2024-04-12,Student Mess,Uttarakhand,96.46,92.47,81,"Uttarakhand Seva Kendra, Nainital"
2024-04-12,Corporate Office,Uttar Pradesh,86.46,83.47,82,"Agra Relief Center, Agra"
2024-04-13,Local Bakery,Jammu & Kashmir,82.3,78.88,69,"Chenab Niwas, Udhampur"
2024-04-13,Corporate Office,Jammu & Kashmir,75.18,73.48,80,"Jhelum Seva Sadan, Jammu"
2024-04-13,Student Mess,Jammu & Kashmir,86.93,84.8,84,"Banihal Relief Home, Banihal"
2024-04-14,Community Center,Uttar Pradesh,71.98,68.79,61,"Agra Relief Center, Agra"
2024-04-14,Local Bakery,Jammu & Kashmir,57.79,56.31,64,"Banihal Relief Home, Banihal"
2024-04-14,Marriage Hall,Rajasthan,75.48,73.04,82,"Thar Seva Sadan, Jodhpur"
2024-04-14,City Restaurant,Uttar Pradesh,77.89,74.84,82,"Shanti Niwas, Lucknow"
2024-04-15,Corporate Office,Himachal Pradesh,56.34,54.75,58,"Himalayan Aasra, Shimla"
2024-04-15,Food Corner,Himachal Pradesh,60.45,58.12,65,"Himalayan Aasra, Shimla"
2024-04-15,Campus Canteen,Uttar Pradesh,70.16,68.2,70,"Agra Relief Center, Agra"
2024-04-15,Hotel Plaza,Uttarakhand,72.85,70.74,71,"Pahadi Niwas, Haridwar"
2024-04-15,NGO Kitchen,Himachal Pradesh,81.27,79.25,72,"Kullu Seva Kendra, Kullu"
2024-04-15,Local Bakery,Delhi,67.65,65.79,74,"Umeed Ghar, Saket"
2024-04-15,City Restaurant,Punjab,76.26,74.58,77,"Sewa Bhawan, Patiala"
2024-04-16,Student Mess,Delhi,69.63,67.28,70,"Aasra Shelter Home, Paharganj"
2024-04-16,Campus Canteen,Jammu & Kashmir,73.38,71.78,73,"Chenab Niwas, Udhampur"
2024-04-16,Hotel Plaza,Uttar Pradesh,76.21,74.11,77,"Shanti Niwas, Lucknow"
2024-04-16,Local Bakery,Jammu & Kashmir,83.74,80.37,81,"Dal Kinara Shelter, Srinagar"
2024-04-16,City Restaurant,Himachal Pradesh,102.71,98.77,86,"Manali Niwas, Manali"
2024-04-17,Campus Canteen,Haryana,62.47,60.82,60,"Priya Niwas, Faridabad"
2024-04-17,City Restaurant,Haryana,54.41,52.59,60,"Mamta Ashram, Rohtak"
2024-04-17,Marriage Hall,Jammu & Kashmir,93.25,89.02,78,"Chenab Niwas, Udhampur"
2024-04-17,Local Bakery,Rajasthan,72.97,69.6,81,"Bikaner Shelter Trust, Bikaner"
2024-04-17,Community Center,Haryana,87.05,84.63,82,"Sahara Bhawan, Karnal"
2024-04-17,NGO Kitchen,Jammu & Kashmir,94.3,90.89,84,"Pahalgam Aasra, Pahalgam"
2024-04-17,Food Corner,Delhi,83.95,80.59,90,"Prem Ashram, Lajpat Nagar"
2024-04-18,City Restaurant,Rajasthan,79.15,75.77,82,"Bikaner Shelter Trust, Bikaner"
2024-04-18,Corporate Office,Haryana,100.53,97.24,85,"Sahara Bhawan, Karnal"
2024-04-18,Local Bakery,Rajasthan,93.5,89.86,89,"Aravalli Niwas, Ajmer"
2024-04-18,Campus Canteen,Delhi,82.18,80.14,89,"Umeed Ghar, Saket"
2024-04-18,Community Center,Rajasthan,93.38,89.4,90,"Aravalli Niwas, Ajmer"
2024-04-19,NGO Kitchen,Haryana,84.12,81.83,77,"Priya Niwas, Faridabad"
